City,0,1,2,3,4,5,kmeans_group,gmm_group
Akron_OH,-2.707042900635524,0.06406726418839426,0.3823193790251575,0.12628633379440055,2.9830665540979893,2.007131801838966,1,5
Albany_NY,-4.61459858233794,-0.1419522161747614,-0.39309392928458775,0.901117563837774,-1.4953976412804246,-1.8963326093999793,4,0
Albuquerque_NM,-2.4686598113685774,-1.0684374704531785,1.6046007115810903,0.43053610395865793,-0.3488654496188738,-0.2378079919330155,1,5
Amarillo_TX,-3.6852688260554234,0.8102124988843562,-0.5900270913578768,1.7719341216206546,-1.1704620154475867,-1.9113754654946367,4,0
Ann_Arbor_MI,-0.20410369961013816,3.5853981300798363,-0.766810386665984,0.6452069167943093,1.869687319134135,1.9744487797910721,3,5
Asheville_NC,0.42900139959947325,-1.8475825726819592,-1.1350610484582815,-0.44198615198125557,-0.0004858626971553377,0.17924128949020496,1,5
Austin_TX,2.6051539645626454,1.4498431761553046,-0.7716720709449456,-2.7357519295549486,0.618735391811244,-1.3709475480095192,3,3
Bakersfield_CA,2.858577959985574,0.5501872196954435,0.3254048965937241,1.745914333572331,-3.621906315743786,-0.11751375977387868,0,2
Bend_OR,7.858356524197487,-0.5504859804648995,-0.23556998674249074,-1.046507584880319,-1.2091573909865316,-2.5402247051153872,0,2
Cedar_Rapids_IA,-4.598028835668227,1.2212059323052256,-0.5896204565558398,0.48105456939956753,-1.650917449495061,0.956061466276243,4,0
Chattanooga_TN,-1.6826152166981891,-1.310264219891367,-0.20748697818051517,-1.6151373560425506,-0.13902582531759428,0.24159142950325865,1,5
Cleveland_OH,-2.2941637255468117,-0.9587603630210135,0.12736333611993286,-0.6499152091807697,1.8998733051048855,0.6804390549696905,1,5
Colorado_Springs_CO,1.4092066447889318,-1.2029188004248597,0.31869466015009307,-2.7993376756254804,1.3053903055141747,-1.5590831202074804,3,3
Columbus_OH,-0.8123332584727873,-0.2945844841222413,-0.11572939946478289,-2.2632980247175443,1.1719338302617461,0.5168413740272293,1,5
Corpus_Christi_TX,-1.35912237677039,3.410215063575381,4.803561865682738,1.4770404507605936,1.22010249859249,-0.1386943108596118,2,5
Dallas_TX,1.2020677579890742,2.3990609361459994,-2.0224374684493838,-1.1603223744455553,0.9267646570020549,-0.7622593566267015,3,1
Denver_CO,3.018987973885029,2.3203514521648123,-2.197210285566128,-1.8010244039127852,1.0604681489126868,-0.2245769423953196,3,1
Des_Moines_IA,-3.0875449767333465,1.7870052582368183,-1.4946540397723258,-0.04994047835982215,-0.12844842615686144,0.4239978603083465,4,1
Dover_DE,-2.7578063947022136,-5.305721270613896,-1.255287885687372,5.546902369156756,-0.3975446994014314,-2.1768231297869036,5,0
Duluth_MN_WI,-3.129913788856541,-1.355107775510981,-0.18981651962441792,0.7261638933785338,1.2464435728486523,0.5618916446689027,1,5
Grand_Rapids_Kentwood_MI,1.1485724749236614,0.39298843507227116,-0.626463316832273,-2.583188488348498,2.485324702974122,-0.735102018649418,3,3
Greensboro_NC,-2.927547074962189,-1.502965891201126,0.8587420695625468,0.5864943892338352,0.23319772624357502,-0.14256102084292815,1,5
Honolulu_HI,-2.6155684270187156,4.9363437834643795,-4.1063555173643005,1.604701719305217,-3.8336057170959053,-0.9514125713024058,4,0
Indianapolis_IN,-1.7206248529852906,-0.3981909630086796,0.25492805051740985,-2.424004754978663,0.43811807939223674,-0.04313743354833998,1,5
Iowa_City_IA,-3.842757571935047,1.5522863859274696,-1.7108512238947484,0.6996390784632274,-1.3889081245319188,-0.5751245529968682,4,1
Ithaca_NY,-4.450834435560098,7.654892868785214,9.127533061951306,1.4360527884833434,0.5065797790020251,-2.738384136199888,2,4
Kansas_City_MO_KS,-0.6665950687806849,-0.8600259446876112,0.6929695669921729,-1.5266785700278556,1.0305707251572795,-0.7568974025354942,1,5
Knoxville_TN,-1.6470147530262926,-0.97888223929629,1.4972927450603644,-1.8578638302333201,-0.9952593387239418,-0.017999227825020152,1,5
Las_Vegas_NV,8.1579001785494,1.1400122853792747,0.11866735638438829,3.116841723628358,-0.5594341040605348,1.6012877039896336,0,2
Louisville_Jefferson_KY_IN,-2.5546252272779246,0.0489257483857771,-0.41824029106239136,-0.4403970026159282,-0.43698099606909546,0.3713864439630409,1,5
Madison_WI,-2.7214968225841143,0.8193581404871003,-1.4635165717370535,-0.43855813146419037,1.0749517282460905,0.2091824612436518,4,1
Memphis_TN,-1.355683401431948,-0.8695734655591455,1.0929436864406776,-0.8283147591284976,0.8463789457137201,0.997570651889284,1,5
Miami_Beach_FL,3.773402614171612,1.0042772751041285,-0.34383064706491656,1.3129953591428378,-0.22683850925750515,1.0149439975565662,0,2
Helena_MT,0.3091551362052375,-3.903757867061474,-0.4098206717626171,-2.937874118091309,-2.8357662011366114,0.23725808306552001,1,3
Mobile Alabama,-2.7955022046132485,-5.6324292946381735,0.8124622448876678,1.0585696195529357,-2.280187736571553,-2.2634945535884987,5,0
Montgomery_AL,-5.643420447876797,-0.7030957375684491,-1.1266689551353963,1.6698421979899347,-1.2602288000695894,3.3458185769540734,4,0
Myrtle_Beach_SC,-1.0636722735880906,-2.315672933402139,2.2488972700390835,-0.6455722086933612,-1.5061916996302884,6.792795043813147,1,5
Nashville_TN,1.26171055080845,0.7310006764828597,-0.20422325968932625,-1.2913508013378472,0.4142656424465372,0.12378722768837024,3,1
New_Orleans_LA,-2.832169240661277,0.1365201582843725,-0.7304842042103202,0.45762171384149536,-1.5432274889905324,-0.6015453406210254,4,0
Ogden Utah,2.938857738014345,-2.146035098877513,0.5700555509371096,-3.3040722318123734,0.008753440773864807,-1.1899907891946027,3,3
Oklahoma_City_OK,-2.903612042521534,1.2288960338306485,-0.19288003065448783,0.14390836657874687,-0.9296731220546633,-0.33249319420771845,4,1
Omaha_NE-IA,-2.213233700138657,-0.15544093607411635,-0.9997087572220571,-1.5628683701032748,0.07801629497175329,0.3540348882273582,1,5
Orlando_FL,4.98373765844844,-0.905696154395722,1.2510783799100387,2.5457220078769343,-0.21406538821518684,3.0631694125746542,0,2
Oxnard_CA,0.46659241145459707,2.4938256547671775,-2.20435460295484,2.021119758401723,-0.8384630479766834,0.4993589736111383,4,1
Phoenix_AZ,7.1337207738321835,-1.0107017541542709,2.9126340923436027,0.6073024711593917,-1.5928266670610292,0.40537335300750954,0,2
Portland_ME,-1.3812536656834722,-1.0887271805239747,0.8350100306434851,-1.624045942961775,-1.0796628867390357,-0.11484535950722553,1,5
Portland_OR,3.248649744247955,1.4394114256623727,-0.724927260030476,0.1456636468641305,1.0735788850736308,-0.09172330050670933,3,1
Prescott_AZ,5.089499467900745,-2.263091003775588,2.193262142100662,2.09899976156326,0.33307408970601005,1.306820683623871,0,2
Raleigh_NC,-0.9875713269513804,0.8413730752157941,-0.5487249327918617,-1.3347565528696763,0.43284838088926897,1.2834754636121206,1,5
Reno_NV,8.251751205998405,-0.17725807128937618,-1.327288109542394,2.0030166496435076,1.670387687553589,-0.058910019863394544,0,2
Richmond_VA,-1.5155991293751199,-0.6592526525800454,0.9686255429918043,0.40332998595851716,-0.16008732325739908,0.39192476764611217,1,5
Rochester_MN,-1.2330051846875287,0.551737285831758,-0.09366179722948316,-1.668391409787023,1.4487885088578913,1.5127795007341571,1,5
Rochester_NY,-3.534597230337178,-0.16777328034712782,0.26894953791216086,-1.1344115807106734,1.2368755622323928,-1.082167328209074,1,5
Sacramento_CA,4.5012841041326395,1.4313241922943665,-0.6081889926790071,1.7109374452553396,-0.47795205786945416,-0.2738288517146159,0,1
Salt_Lake_City_UT,3.1686893674969268,-0.9580946910863486,0.595734645857095,-2.4414709991692423,-0.2201143495606453,-1.0148106526736427,3,3
Santa_Fe_NM,-0.8860768433916207,-3.6542538513552847,1.2938471945898289,1.3063097459776976,1.1192117448737002,-3.4156695358989952,5,5
San_Antonio_TX,-1.091061322689474,1.0838351503262713,-2.1306053142641046,-0.9179252520843159,-0.7475722072394884,-0.32496539881370595,4,1
San_Diego_Carlsbad_CA,1.4440833962968405,2.0167710257048386,-1.30364046764813,0.3880236216575609,-1.4562723559027484,-0.7473709916706759,3,1
Savannah Georgia,-0.6956520632260196,-3.0031764506843275,-2.1583136682633786,5.185397294132951,6.1987968179294874,-1.776080717575773,5,5
Seattle_WA,4.03960317062206,1.708072132397828,-1.3213738617716995,-0.5558455095859197,2.357472095612591,-0.3447545162531134,3,1
Stockton_CA,6.109316653646254,2.960141372497189,-1.3666527974652527,0.8010221552733997,-1.4196677323026186,-0.4082269918573457,0,1
St_Cloud_MN,-2.347479195809598,0.19755940787553739,-0.8252928116925413,-0.32647984909758815,2.016669805174758,1.837938955232625,1,5
St_George_UT,4.352023886127707,-1.9145369862200878,1.9140934984799405,-2.4217705234315905,-1.9156877631513636,-1.4202290098369263,0,3
Tucson_AZ,2.207601657969813,-2.222274063179496,2.8525061076351172,1.52434679268253,-0.3834039708348938,1.1382958765868862,0,2
Tulsa_AZ,-2.939648515286075,-0.4403777808826789,-1.0116320146711968,0.14904712629349617,-0.8420375616565877,0.32851708960219395,4,5
